,identifiant_unique,result_type,result_housenumber,result_street,result_postcode,result_citycode,result_city,result_district,result_context,result_score,latitude,longitude,origin
671,green_concept_191095_reparation,housenumber,16,Rue Morton,33200,33063,Bordeaux,,"33, Gironde, Nouvelle-Aquitaine",0.9763772727272726,44.848456,-0.623154,cas_32
672,topocenter_131960_reparation,street,,Rue du Pont-du-Péage,67118,67152,Geispolsheim,,"67, Bas-Rhin, Grand Est",0.9520345454545456,48.519333,7.702207,cas_32
673,alina_couture_5503_reparation,housenumber,30,Passage de l'oiseau,73550,73015,Les Allues,,"73, Savoie, Auvergne-Rhône-Alpes",0.7889899604743082,45.416344,6.563988,cas_32
674,maillet_nathalie_71020_reparation_0240023682,housenumber,9,Rue du champ d’alouette,44270,44087,Machecoul-Saint-Même,,"44, Loire-Atlantique, Pays de la Loire",0.8682192307692307,47.021615,-1.788094,cas_32
675,art_et_tradition_du_meuble_32030_reparation,street,,Rieu de Saint Jean,84110,84126,Séguret,,"84, Vaucluse, Provence-Alpes-Côte d'Azur",0.9396590909090908,44.224774,5.013888,cas_32
676,abeille_avenir_222849_reparation,housenumber,107,Voie du Tissage,38620,38386,Saint-Geoire-en-Valdaine,,"38, Isère, Auvergne-Rhône-Alpes",0.8517036363636363,45.465013,5.651232,cas_32
677,comite_damis_emmaus_grand_sud__la_reunion_59343_sinoe,housenumber,7,Rue Jean Cocteau,97480,97412,Saint-Joseph,,"974, La Réunion",0.9659245454545452,-21.375084,55.601788,cas_32
678,remsan_creation_cuir_223034_reparation_0642430767,housenumber,12,Allee du Tivoli,26410,26086,Châtillon-en-Diois,,"26, Drôme, Auvergne-Rhône-Alpes",0.944080909090909,44.691307,5.473896,cas_32
679,pons_cecile_168142_reparation,housenumber,8,Rue des Bernès,33870,33539,Vayres,,"33, Gironde, Nouvelle-Aquitaine",0.6679420779220779,44.909398,-0.326143,cas_32
680,leroy_anais_99817_reparation_0608320292,housenumber,4,Rue de l'Ecole,44800,44162,Saint-Herblain,,"44, Loire-Atlantique, Pays de la Loire",0.8439598771498771,47.217771,-1.608024,cas_32
681,szendy_monique_136911_reparation,housenumber,1,Rue des Acacias,45480,45080,Charmont-en-Beauce,,"45, Loiret, Centre-Val de Loire",0.9450909090909092,48.241714,2.131399,cas_32
682,normandie_depannage_informatique_206113_reparation_0769664409,housenumber,19,Place de la Resistance,76380,76157,Canteleu,,"76, Seine-Maritime, Normandie",0.9625763636363636,49.451239,1.03857,cas_32
683,m_dubourg_bruno_123776_reparation_0680070864,housenumber,50,Rue de Morlaix,54180,54257,Heillecourt,,"54, Meurthe-et-Moselle, Grand Est",0.9639590909090908,48.641586,6.198623,cas_32
684,duc_guilhem_120776_reparation,housenumber,1362,Route du Grand Montatin,1340,01130,Bresse Vallons,,"01, Ain, Auvergne-Rhône-Alpes",0.9522981818181816,46.313113,5.151021,cas_32
685,barbu_octavian_cristian_171057_reparation_0620790423,housenumber,44,Rue Chanoine Vidal,33300,33063,Bordeaux,,"33, Gironde, Nouvelle-Aquitaine",0.7141661038961039,44.868414,-0.574905,cas_32
686,abphone_111673_reparation_0651610571,housenumber,38,Rue Antoine de Saint Exupéry,73300,73248,Saint-Jean-de-Maurienne,,"73, Savoie, Auvergne-Rhône-Alpes",0.8801643517138599,45.267056,6.368622,cas_32
687,mariplay_33369_reparation_0450390523,housenumber,2920,Route du col de cou,74420,74050,Burdignin,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.9527372727272728,46.225365,6.437227,cas_32
688,deville_matthieu_119799_reparation_0679804499,housenumber,79,Chemin de la scie,74440,74183,Mieussy,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.9495827272727272,46.125836,6.540618,cas_32
689,sports_aventure_178777_reparation_0624714618,locality,,,5560,05177,Vars,,"05, Hautes-Alpes, Provence-Alpes-Côte d'Azur",0.9359872727272728,44.572549,6.680657,cas_32
690,paschal_54032_reparation_0321304741,street,,Rue Jean Marie Bourguignon,62930,62893,Wimereux,,"62, Pas-de-Calais, Hauts-de-France",0.9577109090909092,50.779669,1.61877,cas_32
691,tirel_logik_international_networking_and_computing_166582_reparation_0960071972,housenumber,14,Rue de la Gibauderie,86000,86194,Poitiers,,"86, Vienne, Nouvelle-Aquitaine",0.9766990909090908,46.569026,0.362803,cas_32
692,atelier_audio_visuel_20874_reparation_0490085721_0613127332,street,,Résidence d’Aigues,84120,84089,Pertuis,,"84, Vaucluse, Provence-Alpes-Côte d'Azur",0.4831673694390715,43.696493,5.485651,cas_32
693,bearn_solidarite__4r_informatique_25091_sinoe_0559842180,street,,avenue Alfred Nobel,64000,64445,Pau,,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",0.9722572727272726,43.308812,-0.328971,cas_32
694,bijouxmain_160956_reparation_0546441865,housenumber,3bis,Rue des Ecoles,17180,17274,Périgny,,"17, Charente-Maritime, Nouvelle-Aquitaine",0.846736129032258,46.168199,-1.114404,cas_32
695,vially_maxence_201866_reparation_0612028710,housenumber,27,Rue de la Vieille Forge,73350,73161,Montagny,,"73, Savoie, Auvergne-Rhône-Alpes",0.9430181818181818,45.463211,6.577026,cas_32
696,mr_informatique_192533_reparation_0626148111,housenumber,25,Rue Jules Noyelles,62700,62178,Bruay-la-Buissière,,"62, Pas-de-Calais, Hauts-de-France",0.9649972727272724,50.482423,2.53986,cas_32
697,sam_sports_7059_reparation_0476801778,street,,Les Orgieres,38142,38020,Auris,,"38, Isère, Auvergne-Rhône-Alpes",0.4109099326599326,45.056564,6.079508,cas_31
698,la_gordonnerie_210572_reparation_0678642353,housenumber,13,Rue du Petit Baville,91530,91540,Saint-Chéron,,"91, Essonne, Île-de-France",0.8512367099567099,48.563267,2.126241,cas_32
699,le_jas_de_lange_201693_reparation,housenumber,57,Rue Glacée,89360,89205,Jaulges,,"89, Yonne, Bourgogne-Franche-Comté",0.9501009090909088,47.954893,3.787611,cas_32
700,satya_nomade_178369_reparation_0603307548,housenumber,371,Allée des logis de brunet,13600,13028,La Ciotat,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.9618281818181816,43.188428,5.597155,cas_32
701,pianos_rivoal_59471_reparation,street,,Montée du Vieux Murier,5000,05059,La Freissinouse,,"05, Hautes-Alpes, Provence-Alpes-Côte d'Azur",0.7251636734693877,44.530085,6.009015,cas_32
702,val_des_saisons_221938_reparation_0643562054,street,,Chemin de Daillon,5500,05132,Saint-Bonnet-en-Champsaur,,"05, Hautes-Alpes, Provence-Alpes-Côte d'Azur",0.878349020979021,44.677547,6.086707,cas_32
703,micro_depann_177005_reparation_0689921480,locality,,,61210,61339,Putanges-le-Lac,,"61, Orne, Normandie",0.6445902479338842,48.780484,-0.253168,cas_31
704,la_valise_de_karosa_69369_reparation_0642907549,street,,Route du Moulin,49125,49048,Briollay,,"49, Maine-et-Loire, Pays de la Loire",0.784044193548387,47.576007,-0.47703,cas_32
705,sibra_196089_reparation,street,,chemin des montarmots,25000,25056,Besançon,,"25, Doubs, Bourgogne-Franche-Comté",0.9783454545454544,47.26595,6.02848,cas_32
706,la_maison_de_savannah_177175_reparation_0613694763,housenumber,5,Route de Falaise,61200,61006,Argentan,,"61, Orne, Normandie",0.9581936363636364,48.750981,-0.030618,cas_32
707,nathalie_couture_9171_reparation_0671157103,street,,Route de Feissonnet,73260,73187,La Léchère,,"73, Savoie, Auvergne-Rhône-Alpes",0.7491207070707071,45.551045,6.466718,cas_32
708,regniez_matthieu_99776_reparation_0606929394,housenumber,9,Rue Marie Curie,44115,44009,Basse-Goulaine,,"44, Loire-Atlantique, Pays de la Loire",0.9579963636363636,47.213481,-1.468577,cas_32
709,fregate_royale_183542_reparation,housenumber,486,Avenue des Pins,6600,06004,Antibes,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.9684872727272728,43.584296,7.082792,cas_32
710,bab_depannage_electromenager_173834_reparation_0676953345,housenumber,6,Esplanade Jouandin,64100,64102,Bayonne,,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",0.612740088691796,43.502925,-1.450799,cas_32
711,dovi_sylvie_209620_reparation_0614858234,street,,Résidence Le Village,95350,95539,Saint-Brice-sous-Forêt,,"95, Val-d'Oise, Île-de-France",0.6865329159519725,49.002879,2.352113,cas_32
712,madame_michel_sandrine_125088_reparation_0325882652,housenumber,11,Rue Auvigny,52190,52189,Le Val-d'Esnoms,,"52, Haute-Marne, Grand Est",0.867137922077922,47.688221,5.212583,cas_32
713,mme_barbier_annie_105175_reparation_0387716684,street,,Rue de Bousse,57300,57474,Mondelange,,"57, Moselle, Grand Est",0.9598236363636364,49.262869,6.17304,cas_32
714,dp_concept_134064_reparation,housenumber,3,Rue Antoine Laurent Lavoisier,31270,31157,Cugnaux,,"31, Haute-Garonne, Occitanie",0.600130909090909,43.553392,1.359057,cas_32
715,qela_rudina_220793_reparation_0781449927,street,,rue professeur paul milleret,25000,25056,Besançon,,"25, Doubs, Bourgogne-Franche-Comté",0.9108375757575756,47.224475,5.955475,cas_32
716,ship_sellerie_decoration_17695_reparation_0609870195,housenumber,670,Route des Pommiers,6510,06022,Bouyon,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.9488154545454546,43.820043,7.113417,cas_32
717,mme_chasseigne_sandrine_199080_reparation_0386414469,housenumber,6,Rue de l’Abreuvoir,89144,89227,Ligny-le-Châtel,,"89, Yonne, Bourgogne-Franche-Comté",0.9476345454545452,47.940012,3.732697,cas_32
718,hernandez_antonio_167010_reparation_0613048759,housenumber,24,Avenue de Mounédé,64100,64102,Bayonne,,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",0.8859590082644627,43.50006,-1.456993,cas_32
719,deco_vy_202080_reparation_0615236108,housenumber,35,Avenue Honore d’Estienne d’Orves,83160,83144,La Valette-du-Var,,"83, Var, Provence-Alpes-Côte d'Azur",0.9631018181818182,43.13961,5.995419,cas_32
720,m_creation_171965_reparation,housenumber,17,Grande Rue de Grolleau,17220,17420,Salles-sur-Mer,,"17, Charente-Maritime, Nouvelle-Aquitaine",0.776560909090909,46.115011,-1.018175,cas_31
721,resomag_104725_reparation_0450102015,housenumber,531,Route des Vernes,74370,74010,Annecy,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.9742172727272728,45.939205,6.127312,cas_32
722,madame_duprez_virginie_106680_reparation_0682640397,housenumber,12,Grande Rue,52500,52197,Fayl-Billot,,"52, Haute-Marne, Grand Est",0.9555509090909092,47.807925,5.618397,cas_32
723,thompson_steven_223017_reparation_0640420527,housenumber,173,Allée des balcons,74310,74266,Servoz,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.9467072727272726,45.930311,6.762369,cas_32
724,pro_sport_xxv_58679_reparation,housenumber,5,Avenue Philéas Fogg,80440,80379,Glisy,,"80, Somme, Hauts-de-France",0.9451754545454544,49.866885,2.379751,cas_32
725,rose_couture_200940_reparation_0636910513,housenumber,12,Rue Champ Didier,39170,39491,Coteaux du Lizon,,"39, Jura, Bourgogne-Franche-Comté",0.9550963636363636,46.395387,5.790682,cas_32
726,tinazzi_michel_125255_reparation,housenumber,195,Route des 3 lucs,13011,13211,Marseille,Marseille 11e Arrondissement,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.6533610437710436,43.30159,5.477046,cas_32
727,alibert_creation_solid_surface_172330_reparation,street,,Rue Nicolas Bremontier,33830,33042,Belin-Béliet,,"33, Gironde, Nouvelle-Aquitaine",0.8913832346723044,44.528278,-0.819305,cas_32
728,mistigres_marieclaude_101720_reparation_0696291958,housenumber,5b,Rue Sans-souci,97200,97209,Fort-de-France,,"972, Martinique",0.8996544755244755,14.608713,-61.059023,cas_32
729,faure_emanuelle_170196_reparation,housenumber,10,Allée des Alouettes,64600,64024,Anglet,,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",0.9663490909090908,43.483223,-1.527019,cas_32
730,petites_creations_177296_reparation_0676707718,street,,Lieu dit Rabotte (Villebadin),61310,61474,Gouffern en Auge,,"61, Orne, Normandie",0.693798119122257,48.765433,0.152792,cas_32
731,rolland_marc_119664_reparation_0607251873,housenumber,183,rue du Lac,73350,73055,Bozel,,"73, Savoie, Auvergne-Rhône-Alpes",0.9509654545454546,45.441441,6.651481,cas_32
732,nicolasjarnan_emmanuel_160949_reparation_0545836060,housenumber,1,Chemin de Saint Martin,16130,16359,Salles-d'Angles,,"16, Charente, Nouvelle-Aquitaine",0.8472066798418971,45.621254,-0.333828,cas_32
733,papin_nicolas_135670_reparation_0662892820,street,,Frechines,41330,41281,Villefrancœur,,"41, Loir-et-Cher, Centre-Val de Loire",0.6688672727272726,47.698443,1.227932,cas_32
734,loussaief_samir_214436_reparation_0661324028,housenumber,186,Boulevard de Créteil,94100,94068,Saint-Maur-des-Fossés,,"94, Val-de-Marne, Île-de-France",0.7400345969125213,48.797863,2.496956,cas_32
735,m_pegossoff_mathias_180019_reparation_0621012784,street,,Rue Louis Jouvet,83160,83144,La Valette-du-Var,,"83, Var, Provence-Alpes-Côte d'Azur",0.962841818181818,43.128287,5.990464,cas_32
736,pallet_gilbert_176397_reparation_0674677892,housenumber,280,Rte de la Raggiaz,1110,01185,Plateau d'Hauteville,,"01, Ain, Auvergne-Rhône-Alpes",0.6358981027667984,45.974163,5.578028,cas_32
737,m_mounierweiss_djimmy_176156_reparation_0767520083,housenumber,2,Place Auguste Roche,87200,87154,Saint-Junien,,"87, Haute-Vienne, Nouvelle-Aquitaine",0.9611481818181818,45.887149,0.901112,cas_32
738,nb_atelier_177752_reparation,housenumber,1,Chemin du Rivage,13620,13021,Carry-le-Rouet,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.9620245454545454,43.327824,5.14941,cas_32
739,c_c_2000_219844_reparation_0164986202,street,,Chemin de la Butte Montvrain,91540,91386,Mennecy,,"91, Essonne, Île-de-France",0.5566249903288202,48.564886,2.441256,cas_32
740,callistorea_16399_reparation,housenumber,15,Rue Alberti,6000,06088,Nice,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.9766690909090908,43.700202,7.271521,cas_32
741,blmultiservices_217966_reparation,housenumber,252,Avenue Aristide Briand,93320,93057,Les Pavillons-sous-Bois,,"93, Seine-Saint-Denis, Île-de-France",0.8773374025974026,48.91049,2.514246,cas_32
742,itplus_120297_reparation,housenumber,89,Chemin du Lezard Vert,42260,42303,Souternon,,"42, Loire, Auvergne-Rhône-Alpes",0.9368263636363636,45.877713,3.967977,cas_32
743,ulmaison_de_lauxerrois_vestiboutique_59092_sinoe,housenumber,1,Place Paultre des Ormes,89520,89368,Saint-Sauveur-en-Puisaye,,"89, Yonne, Bourgogne-Franche-Comté",0.861153896103896,47.617932,3.195223,cas_32
744,gt_motoculture_117765_reparation,housenumber,96,Avenue Arthus Prince,44680,44005,Chaumes-en-Retz,,"44, Loire-Atlantique, Pays de la Loire",0.851417659574468,47.116152,-1.934067,cas_32
745,l_atelier_de_damien_101530_reparation_0634017677,housenumber,15,Rue Chenal,38580,38006,Allevard,,"38, Isère, Auvergne-Rhône-Alpes",0.9551836363636363,45.392905,6.075167,cas_32
746,saperline_perles__cie_125897_reparation_0648397379,housenumber,99,Rue Principale,27320,27548,Saint-Germain-sur-Avre,,"27, Eure, Normandie",0.8581884980237152,48.769328,1.263278,cas_32
747,closalyne_couleurs_demaux_180516_reparation,housenumber,115,Chemin du Canal Crillon,84130,84092,Le Pontet,,"84, Vaucluse, Provence-Alpes-Côte d'Azur",0.9617636363636364,43.967452,4.882043,cas_32
748,weiss_johny_137246_reparation_0609946439,housenumber,2,Rue Charles Péguy,28190,28154,Fontaine-la-Guyon,,"28, Eure-et-Loir, Centre-Val de Loire",0.9566727272727272,48.474203,1.313721,cas_32
749,mme_massida_catherine_222047_reparation,housenumber,75,Avenue Jean de Lattre de Tassigny,6400,06029,Cannes,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.97657,43.559644,7.009982,cas_32
750,tredern_lutherie_125783_reparation_0750886591,housenumber,24,Route des Andelys,27700,27016,Les Andelys,,"27, Eure, Normandie",0.9566399999999998,49.253815,1.37992,cas_32
751,m_colloc_andre_178396_reparation_0624314806,street,,Avenue de Verdun,13400,13005,Aubagne,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.9702163636363634,43.287875,5.577943,cas_32
752,gm_sport_111578_reparation_0479062252,street,,Chemin des Balcons de Vallandry,73210,73142,Landry,,"73, Savoie, Auvergne-Rhône-Alpes",0.506290909090909,45.558328,6.761843,cas_32
753,une_montagne_de_savoirfaire_117029_reparation_0479969945,street,,Avenue de la Gare,73210,73142,Landry,,"73, Savoie, Auvergne-Rhône-Alpes",0.8007766666666667,45.573157,6.737053,cas_32
754,mme_marty_camille_205156_reparation_0603869587,housenumber,30,Rue des Reynes,6800,06027,Cagnes-sur-Mer,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.9707681818181816,43.659305,7.1442,cas_32
755,piles__co_34563_reparation,housenumber,6,Rue Georges Simenon,83400,83069,Hyères,,"83, Var, Provence-Alpes-Côte d'Azur",0.9625245454545456,43.115383,6.134186,cas_32
756,ressourcerie_de_hauteprovence_48773_sinoe_0492702295,street,,Les Preverends,4220,04197,Sainte-Tulle,,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",0.5483159408033826,43.791744,5.752999,cas_32
757,socuir_199988_reparation,housenumber,3,Route de Besançon,25640,25368,Marchaux-Chaudefontaine,,"25, Doubs, Bourgogne-Franche-Comté",0.9476981818181816,47.340356,6.16349,cas_32
758,esther_gauthier_199129_reparation_0641843392,housenumber,32,chemin de l'oeillet,25000,25056,Besançon,,"25, Doubs, Bourgogne-Franche-Comté",0.97322,47.22217,6.00549,cas_32
759,recup_recycle__cie_185355_reparation_0682108508,housenumber,20,Impasse du Sazet,73170,73330,Yenne,,"73, Savoie, Auvergne-Rhône-Alpes",0.9529272727272726,45.689304,5.754967,cas_32
760,agibox_164956_reparation,housenumber,3,Rue du Vignaud,86580,86027,Biard,,"86, Vienne, Nouvelle-Aquitaine",0.947169090909091,46.579607,0.314029,cas_32
761,li__creations_15335_reparation_0617491103,housenumber,90,Avenue Saint-Joseph,13290,13001,Aix-en-Provence,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.7829857239057239,43.507897,5.389417,cas_32
762,geffre_patricia_160127_reparation_0545211844,housenumber,7,Rue Ferdry,16250,16175,Val des Vignes,,"16, Charente, Nouvelle-Aquitaine",0.6109588932806324,45.538125,-0.03348,cas_32
763,ulmaison_dhagondange_vestiaire_58627_sinoe_0382541325,street,,Rue de Metz,57650,57226,Fontoy,,"57, Moselle, Grand Est",0.964840909090909,49.348877,6.005642,cas_32
764,sarl_moineau_instruments_207195_reparation_0549298125,housenumber,8,Allee des Erables,79110,79083,Chef-Boutonne,,"79, Deux-Sèvres, Nouvelle-Aquitaine",0.9489463636363636,46.117633,-0.088748,cas_32
765,dumpim_deezcom_gfx_arama_creations_178557_reparation_0608376006,housenumber,400,Avenue Roumanille,6410,06018,Biot,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.9593836363636364,43.621153,7.074517,cas_32
766,my_arabesque_77463_reparation_0658116903,street,,rue du Bois Joli,13640,13084,La Roque-d'Anthéron,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.8937928925619834,43.717275,5.301324,cas_32
767,ebenisterie_petit_200658_reparation,housenumber,3,Rue Champ Brillant,71310,71295,Mervans,,"71, Saône-et-Loire, Bourgogne-Franche-Comté",0.8735924242424241,46.801455,5.179689,cas_32
768,etablissements_cheneau_134856_reparation_0237986174,street,,Grande Rue,28220,28103,Cloyes-les-Trois-Rivières,,"28, Eure-et-Loir, Centre-Val de Loire",0.8989565289256197,47.983205,1.281167,cas_32
769,velo_06_125296_reparation,housenumber,15,Avenue du Clos,6270,06161,Villeneuve-Loubet,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.9607945454545456,43.645466,7.138539,cas_32
770,dutertre_lucy_110823_reparation,housenumber,5,Rue du Carrefour,49800,49307,Loire-Authion,,"49, Maine-et-Loire, Pays de la Loire",0.7496778787878787,47.424718,-0.382736,cas_32
771,bettassa_elio_la_maison_du_piano_16283_reparation_0660634889,housenumber,18,Avenue Gravier,6100,06088,Nice,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.8820281818181818,43.725233,7.261646,cas_32
772,claperon_guy_180673_reparation_0603065425,housenumber,155,Chemin des Berles,83230,83019,Bormes-les-Mimosas,,"83, Var, Provence-Alpes-Côte d'Azur",0.9662809090909092,43.134261,6.34011,cas_32
773,leffet__mere_202083_reparation_0622266892,housenumber,7,Rue du Razis,5200,05046,Embrun,,"05, Hautes-Alpes, Provence-Alpes-Côte d'Azur",0.8003592789968651,44.56905,6.506963,cas_32
774,m_paoli_marc_222381_reparation_0674092835,housenumber,2,Avenue Georges Brassens,13100,13001,Aix-en-Provence,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.9644854545454544,43.542329,5.455488,cas_32
775,val_creationbois_177365_reparation,housenumber,9,Impasse des Rosiers,61260,61484,Val-au-Perche,,"61, Orne, Normandie",0.8850238802660754,48.264049,0.685728,cas_32
776,cmpb_14031_reparation,housenumber,63,Avenue de la Plaine Brunette,13600,13028,La Ciotat,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.9658909090909092,43.200638,5.595236,cas_32
777,communaute_emmaus_longjumeau_46814_sinoe_0160491360,housenumber,5,Avenue de l'Abbé Pierre,91160,91345,Longjumeau,,"91, Essonne, Île-de-France",0.9610172727272726,48.697848,2.300987,cas_32
778,heavenly_179280_reparation_0610392064,housenumber,41,avenue général leclerc,83990,83119,Saint-Tropez,,"83, Var, Provence-Alpes-Côte d'Azur",0.9618263636363636,43.268203,6.633178,cas_32
779,duboscq_jean_167077_reparation_0549370065,housenumber,14,"Rue Jean Monnet, Couhé",86700,86082,Valence-en-Poitou,,"86, Vienne, Nouvelle-Aquitaine",0.9166766666666666,46.308064,0.186217,cas_31
780,carpy_philippe_135242_reparation_0247569193,street,,Rue du Petit Versailles,37110,37063,Château-Renault,,"37, Indre-et-Loire, Centre-Val de Loire",0.6462512890094979,47.590097,0.897302,cas_31
781,lefevre_michel_60389_reparation_0232694927,housenumber,6,Résidence les Cottages.,27700,27070,Frenelles-en-Vexin,,"27, Eure, Normandie",0.7652115151515151,49.280756,1.459701,cas_32
782,labat_aurelie_223027_reparation_0782660214,housenumber,68,Route d'apremont,73000,73029,Barberaz,,"73, Savoie, Auvergne-Rhône-Alpes",0.9602663636363636,45.563529,5.945847,cas_32
783,mouchet_chemille_110863_reparation,street,,Parc d’Activites Domaine des Trois Fontaines,34230,34210,Le Pouget,,"34, Hérault, Occitanie",0.3443892445582586,43.591257,3.500494,cas_32
784,eddyservices_161146_reparation_0670272457,housenumber,21,Route de Lagnet,33380,33284,Mios,,"33, Gironde, Nouvelle-Aquitaine",0.9655827272727272,44.609273,-0.888223,cas_32
785,revelli_antoinette_17402_reparation,housenumber,15,Avenue Tristan Bernard,6400,06029,Cannes,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.919994019138756,43.54444,7.03753,cas_31
786,lart_de_la_renovation_175160_reparation_0617526634,housenumber,18,Rue des Bayles,87250,87068,Fromental,,"87, Haute-Vienne, Nouvelle-Aquitaine",0.9441736363636364,46.158984,1.397937,cas_32
787,m_chery_francois_123927_reparation,housenumber,73,Rue Leon Gambetta,54130,54482,Saint-Max,,"54, Meurthe-et-Moselle, Grand Est",0.8410046464646465,48.705187,6.207986,cas_32
788,almat_depannages_110788_reparation,housenumber,2,Square Marco Polo,85300,85047,Challans,,"85, Vendée, Pays de la Loire",0.9595136363636364,46.852598,-1.839487,cas_32
789,au_fil_et_a_mesure_l_aiguille_des_tendances_121944_reparation,housenumber,30,Avenue Jacques Chastellain,76000,76540,Rouen,,"76, Seine-Maritime, Normandie",0.8893553679653678,49.433886,1.099763,cas_32
790,repair_cafe_de_nantes_792_initiatives_locales,housenumber,10,Rue de l'Ouche Cormier,44100,44109,Nantes,,"44, Loire-Atlantique, Pays de la Loire",0.5507988770053475,47.213293,-1.605495,cas_31
791,m_brachais_jeremy_180118_reparation_0782178124,housenumber,44,Avenue Georges Pompidou,83120,83115,Sainte-Maxime,,"83, Var, Provence-Alpes-Côte d'Azur",0.9644972727272728,43.311713,6.627639,cas_32
792,remy_loic_110101_reparation,housenumber,1,Rue de Longueville,49320,49050,Brissac Loire Aubance,,"49, Maine-et-Loire, Pays de la Loire",0.9536736363636362,47.340308,-0.359656,cas_32
793,idea_femina_171494_reparation_0686582231,housenumber,16,Allée des Lauriers,33700,33281,Mérignac,,"33, Gironde, Nouvelle-Aquitaine",0.9688990909090908,44.846964,-0.635224,cas_32
794,atelier_de_lutherie_105276_reparation_0382345593,housenumber,28,Rue Saint Martin,57100,57672,Thionville,,"57, Moselle, Grand Est",0.8446128282828282,49.35575,6.115636,cas_32
795,cycles_dubouloz_3796_reparation,street,,Rue des Niollets,74140,74105,Douvaine,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.9591172727272728,46.295342,6.303663,cas_32
796,bruneau_laura_218621_reparation,housenumber,63,Rue Perthuis,92140,92023,Clamart,,"92, Hauts-de-Seine, Île-de-France",0.974160909090909,48.810762,2.261991,cas_32
797,m_bonin_jeanchristophe_196552_reparation_0385747338,municipality,,,71330,71205,Frangy-en-Bresse,,"71, Saône-et-Loire, Bourgogne-Franche-Comté",0.5700327272727271,46.717093,5.334507,cas_32
798,lionel_bertrand_202561_reparation_0618347016,street,,Chemin de Saint-jean,13300,13103,Salon-de-Provence,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.9644590909090908,43.626546,5.108715,cas_32
799,atelier_bois_et_couleurs_165258_reparation_0627203439,housenumber,2207,Route de Cabanac,33650,33454,Saint-Morillon,,"33, Gironde, Nouvelle-Aquitaine",0.8478821645021645,44.634507,-0.523516,cas_32
800,manacreations_66385_reparation_0699044167,housenumber,1,Rue des Hetres,50460,50129,Cherbourg-en-Cotentin,,"50, Manche, Normandie",0.963431818181818,49.658202,-1.701365,cas_32
801,vivi_creas_185095_reparation_0628533407,housenumber,11,Avenue de Normandie,50580,50412,Port-Bail-sur-Mer,,"50, Manche, Normandie",0.9560363636363636,49.330167,-1.718373,cas_32
802,moussu_carole_113506_reparation_0618204584,housenumber,31,Rue du Petit Sigogne,49320,49050,Brissac Loire Aubance,,"49, Maine-et-Loire, Pays de la Loire",0.9613390909090908,47.340139,-0.355869,cas_32
803,chassetmouilhade_valerian_109554_reparation_0650829782,street,,Route de Marminhac,43000,43152,Polignac,,"43, Haute-Loire, Auvergne-Rhône-Alpes",0.9566236363636365,45.08826,3.820921,cas_32
804,m_danicourt_romain_193487_reparation_0640230430,housenumber,16,Allée du Pastel,80000,80021,Amiens,,"80, Somme, Hauts-de-France",0.8550943108504399,49.896807,2.278072,cas_32
805,msm_services_211320_reparation_0130384830,housenumber,15,Rue des Pas Perdus,95800,95127,Cergy,,"95, Val-d'Oise, Île-de-France",0.9609627272727272,49.04937,2.03317,cas_32
806,clicmaniafr_57611_reparation_0626603143,housenumber,100,Rue Louis Blanc,60160,60414,Montataire,,"60, Oise, Hauts-de-France",0.9701645454545452,49.259439,2.454131,cas_32
807,magjumapau_180126_reparation_0665163959,housenumber,1200,Chemin des Camps,83670,83012,Barjols,,"83, Var, Provence-Alpes-Côte d'Azur",0.958391818181818,43.569142,6.002096,cas_32
808,scelers_nathalie_5002_reparation,housenumber,225,Rue des Pies,26730,26129,Eymeux,,"26, Drôme, Auvergne-Rhône-Alpes",0.9493390909090909,45.074163,5.178545,cas_32
