,identifiant_unique,adresse,adresse_complement,code_postal,ville,st_x,st_y
3941,sweet_shoes_73_77712_reparation_0479330620,4 RUE FAVRE,,73000,CHAMBERY,5.920445,45.567089
3942,m_dufour_morgan_124064_reparation,6 RUE BASSE,,54290,HAUSSONVILLE,6.327777,48.528369
3943,serrette_bruno_196377_reparation_0678839630,455 ROUTE DE GILLERET,,39250,GILLOIS,6.012093,46.731192
3944,m_meru_yannick_58107_reparation_0344807736,43 RUE DIOGENE MAILLART,,60480,LACHAUSSEE DU BOIS D ECU,2.1734315,49.5596291
3945,buton_marion_167292_reparation_0677485555,5 Bis RUE JEAN MERCADIER,,33540,BLASIMON,-0.0725182,44.7497976
3946,delbes_bernard_151639_reparation,286 CHE DES ROUGES,,82300,MONTEILS,1.555634,44.161651
3947,jean_mary_151733_reparation_0613380997,28 RUE D'ANDORRE,,31120,PINSAGUEL,1.389645,43.508837
3948,babydol_s_creations_18972_reparation_0494281107_0669587168,1 RUE DU DOCTEUR JEAN MEGE,,83210,SOLLIES TOUCAS,6.028657,43.208727
3949,cdesign_chapelain_215562_reparation_0782315444,3 SQ JEAN AICARD,APPT 14,77100,MEAUX,2.908978,48.953771
3950,m_duhautoy_florian_193271_reparation_0625356828,3 RESIDENCE ST MARTIN,,59990,SEBOURG,3.653051,50.339819
3951,les_orbianes_146561_reparation,1 BOULEVARD DE LA REPUBLIQUE,,12400,SAINT-AFFRIQUE,2.887345,43.958382
3952,c_m_e_i_162145_reparation_0683873028,2 RUE DE LA LIBERATION,,33380,MARCHEPRIME,-0.8501681,44.6943248
3953,wabont_francis_145259_reparation_0562093737,QUARTIER BAS DE ST PIERRE,,32230,LADEVEZE VILLE,0.055017,43.526211
3954,assistance_tele_video_153093_reparation_0649535915,1 B RUE D ARMOR,,29000,QUIMPER,-4.104423,47.981528
3955,archer_didier_entretien_espaces_verts_169890_reparation_0679079337,27 RUE PASTEUR,,87230,FLAVIGNAC,1.0929525,45.7032076
3956,accromedia_154372_reparation_0683582507,7 LES BELLES RIVES,,56800,TAUPONT,-2.422031,47.947159
3957,gleise_alda_15775_reparation_0492321565,5 RUE COLONEL PAYAN,,04000,DIGNE LES BAINS,6.233939,44.091826
3958,mme_berth_marina_180134_reparation_0641908434,CHEMIN DE CANDELON,,83170,BRIGNOLES,6.043818,43.385849
3959,amaudruz_celine_151209_reparation_0667317664,PL DE LA MAIRIE,,46800,LENDOU EN QUERCY,1.2658284,44.3075343
3960,pons_catherine_152383_reparation,7 RUE DU BASTION,,09350,DAUMAZAN-SUR-ARIZE,1.3070266,43.1434189
3961,le_bureau_fonctionnel_158620_reparation,ZAC DE LA SOLANE,,19000,TULLE,1.764788,45.2895899
3962,beauche_philippe_114362_reparation_0231880141,65 RUE DES BAINS,,14360,TROUVILLE SUR MER,0.0819383,49.3665723
3963,latelier_coquelicoud_186567_reparation_0784943737,5 RUE DES COQUELICOTS,,68210,DANNEMARIE,7.132508,47.629302
3964,bergeon_didier_208562_reparation_0160015647,20 CITE MARCEL SPIELER,,77165,SAINT SOUPPLETS,2.803849,49.034733
3965,ordiservicesnet_99753_reparation_0611641834,51 RUE DU PARC,VARADES,44370,LOIREAUXENCE,-1.032856,47.386702
3966,a_d_services_sarl_135546_reparation_0238705382,CCAL AUCHAN LES 3 FONTAINES,LOT 2102,45140,ST JEAN DE LA RUELLE,1.861102,47.904298
3967,peyrefiche_jean_laurent_170598_reparation_0678585763,35 RUE DE PARIS,,24260,LE BUGUE,0.9267317,44.9197282
3968,m_dabek_andy_100937_reparation_0659380469,3 RUE CLAUDE MONET,,62800,LIEVIN,2.7832154,50.4370929
3969,sipem_156177_reparation,RUE DU BIGNON,,35135,CHANTEPIE,-1.625904,48.097251
3970,tessier_arnaud_172887_reparation_0628468082,15 IMPASSE DEDIEU,,33310,LORMONT,-0.532849,44.865931
3971,bordes_carole_210368_reparation_0613091441,39 -41 AV JUNOT,,75018,PARIS 18,2.336122,48.889213
3972,le_bois_peint_34551_reparation_0661708675,171 CHEMIN DU LANCON,,83110,SANARY SUR MER,5.8115168,43.1398632
3973,france_lavage_system_222657_reparation_0607065417,606 ROUTE DE MONTCLAIR,,69480,POMMIERS,4.69427,45.952707
3974,mm_subiela_geoffrey_43273_reparation_0679467366,680 CHEMIN DES POIRIERS,,84000,AVIGNON,4.840553,43.9770481
3975,cros_alexandre_149104_reparation_0789575733,5 RUE FERNAND LEGER,,31170,TOURNEFEUILLE,1.3155417,43.5741671
3976,godet_fanny_220103_reparation,3 PAS DES PETITS CLOS,,92150,SURESNES,2.219364,48.860092
3977,mlle_hennequin_josiane_58527_reparation_0670143859,1 ROUTE DE BETTENCOURT,,80510,LONGPRE LES CORPS SAINTS,1.990754,50.0125
3978,verocannage_194038_reparation_0361388223,41 RUE RENE DELISSEN,,59640,DUNKERQUE,2.350533,51.024113
3979,sebastien_bachelet_206087_reparation_0235509094,114 RUE DU VAL DE BETHUNE,,76510,ST NICOLAS D ALIERMONT,1.205673,49.877486
3980,erhard_olivier_sarl_artisan_bottier_orthopediste_93763_reparation_0389663383,20 RUE POINCARE,,68100,MULHOUSE,7.342524,47.745865
3981,retoucherie_zola_212437_reparation_0142836728,57 AV EMILE ZOLA,,94100,ST MAUR DES FOSSES,2.484172,48.798763
3982,lopez_mickael_151801_reparation_0648911283,8 PL MARNAC,,31520,RAMONVILLE-ST-AGNE,1.477727,43.5476105
3983,top_service_162775_reparation_0556205776,CTRE CIAL AUCHAN,,33270,BOULIAC,-0.526165,44.8169743
3984,juvenal_stephane_180730_reparation_0672748897,CHEMIN DE PICHABERT,,83340,FLASSANS SUR ISSOLE,6.209954,43.374028
3985,tregoat_christophe_160517_reparation_0553525360,LE NOYER,,24160,CLERMONT D EXCIDEUIL,1.035956,45.375684
3986,medi_smart_198465_reparation,RUE METEORE,VILLAGE EXPOBAT - ESPACE VALENTIN,25480,MISEREY SALINES,5.988287,47.283667
3987,atelier_deco_du_capagut_191413_reparation_0664964347,21 RUE DES SAVETIERS,,40600,BISCARROSSE,-1.137558,44.384719
3988,baronneleth_6439_reparation_0616433381,QUARTIER POUSSARAS,,26110,MONTAULIEU,5.223915,44.357869
3989,jc_informatique_158103_reparation_0787385668,3 RUE VINCENT VAN GOGH,,56600,LANESTER,-3.320256,47.760612
3990,etablissements_pochon_sa_158717_reparation_0546413053,LA COTINIERE,ZA LE PORT ROUTE DE MATHA,17310,SAINT PIERRE D OLERON,-1.311062,45.912535
3991,eben_creation_199192_reparation_0624712706,6 RUE DU MARTINET,VOGNA,39240,ARINTHOD,5.588205,46.40805
3992,2_tech_154782_reparation,38 C RUE DE BRETAGNE,,56950,CRACH,-3.015293,47.667862
3993,m_henry_romain_97837_reparation_0603383168,11 GRANDE RUE,,55140,SAUVIGNY,5.715287,48.498801
3994,buchaillot_thierry_195910_reparation_0384817347,2 Bis ROUTE DE DIJON,,39120,CHAUSSIN,5.404485,46.969288
3995,retouches_r_m_210826_reparation_0149866334,13 AV HENRI BARBUSSE,,94240,L HAY LES ROSES,2.327789,48.78047
3996,bm_informatique_173452_reparation_0646829084,5 ALLEE DE SAINTONGE,,17180,PERIGNY,-1.0879752,46.1599105
3997,usta_gafur_213023_reparation,22 RUE SAINT LAZARE,,75009,PARIS 09,2.337323,48.876808
3998,royal_toiture_185587_reparation_0638928758,8 RUE MAURICE SAUVAGNAT,,63240,LE MONT DORE,2.809661,45.574364
3999,rouberties_christel_190892_reparation,LA CROIX BLANCHE,,24540,MONPAZIER,0.895092,44.678467
4000,netsoluce_197573_reparation_0684141222,83 GRANDE RUE,,25400,AUDINCOURT,6.839955,47.481502
4001,smith_211432_reparation,77 B RUE DES SABLONS,,91310,MONTLHERY,2.283207,48.629703
4002,gaspar_duarte_jose_epse_duarte_152166_reparation,1 LOTISSEMENT DES 4 CHEMINS,,09140,SOUEIX-ROGALLE,1.2097073,42.888929
4003,jarthon_remi_165201_reparation,50 AVENUE GEORGES RIVIERE,,33370,SALLEBOEUF,-0.369313,44.843509
4004,couture_et_compagnie_2901_reparation_0476087018,38 T AVENUE GENERAL DE GAULLE,,38120,ST EGREVE,5.679282,45.2327535
4005,au_fil_a_soie_170322_reparation,7 RUE DE LA SAGESSE,,24000,PERIGUEUX,0.7213881,45.1847737
4006,mlle_berteloot_amelie_76913_reparation,1 IMPASSE DE LA PAPETERIE,,02420,VENDHUILE,3.2159691,50.0119667
4007,stefanin_marc_209436_reparation_0130357052,8 RUE CROIX SAINT GEORGES,,95270,BELLOY-EN-FRANCE,2.371924,49.087756
4008,sarl_tradimeubles_dandaine_176951_reparation_0233376858,LE LIOUX RN 176,JUVIGNY SOUS ANDAINE,61140,JUVIGNY VAL D'ANDAINE,-0.496338,48.542739
4009,sarl_davy_deco_57579_reparation,18 Bis RUE DE BRETAGNE,,60390,LA NEUVILLE GARNIER,2.0375895,49.3331588
4010,portet_frederic_142150_reparation_0561791675,16 AV DE BEQUINE,,31800,ESTANCARBON,0.7688283,43.1137508
4011,reparinstalle_205732_reparation_0619532897,16 RUE JANTET,,39100,DOLE,5.487706,47.095728
4012,depanne_pc_38_103863_reparation_0457135528,30 AVENUE LOUIS ARMAND,,38180,SEYSSINS,5.6940954,45.1691611
4013,breton_jeanpierre_144710_reparation_0681781284,34 CHEMIN DE BALITRANDS,,81600,GAILLAC,1.873737,43.897875
4014,rohan_caroline_204210_reparation_0626263968,386 LES MAZERIES,,44521,COUFFE,-1.310409,47.387295
4015,nanou_sarl_143862_reparation_0650807556,DOMENJOUN,,31430,SAINT-ARAILLE,1.005972,43.349194
4016,bio_mc_medical_144939_reparation_0615697590,263 AVENUE DU MARECHAL JOFFRE,,30900,NIMES,4.3201956,43.8155271
4017,allo_service_58684_reparation,155 RUE JULES BARNI,,80000,AMIENS,2.3143775,49.8878119
4018,mme_mercier_catherine_55147_reparation,27 RUE PAULHAN,,62223,ST LAURENT BLANGY,2.8111876,50.3061987
4019,wellness_massages_barbian_118132_reparation,8 RUE DE TENTELING,,57980,DIEBLING,6.9422389,49.1088037
4020,bettini_mikael_170396_reparation_0665712113,6 RUE MARC NOUAUX,,33150,CENON,-0.5305892,44.8562215
4021,m_jardin_erick_140977_reparation_0466787678,1 PLACE DE L'EGLISE,,30340,SAINT-PRIVAT-DES-VIEUX,4.129444,44.143286
4022,afaire_auriolfalzei_assistance_14786_reparation_0619136778,80 BOULEVARD DE L'EUROPE,ZA ANJOLY,13127,VITROLLES,5.2601203,43.4228097
4023,lsminfo_57847_reparation_0619110794,14 RUE DU GENERAL DE GAULLE,,60400,NOYON,3.001781,49.5816529
4024,ibe_120766_reparation_0643822736,32 ALLEE TOULOUSE LAUTREC,,07500,GUILHERAND GRANGES,4.86971,44.926021
4025,au_decor_77303_reparation_0323521575,60 RUE DE LA REPUBLIQUE,,02300,CHAUNY,3.2197189,49.6129691
4026,nathenergie_216873_reparation,3 AV ROLAND MORENO,LES SAISONS DE MEAUX,77124,CHAUCONIN NEUFMONTIERS,2.862828,48.958267
4027,extramuros_61022_sinoe_0982540767,156 Rue Ménilmontant,,75020,PARIS,2.400091826652,48.862543471978
4028,imaginn_216181_reparation,144 AV DU GENERAL DE GAULLE,,92200,NEUILLY SUR SEINE,2.256805,48.884946
4029,badge_de_residence_bayonne_173789_reparation_0664391453,10 CHEMIN DE MADAME,,64100,BAYONNE,-1.4397728,43.4939858
4030,garage_tredan_154249_reparation,ZA DE KERBIQUET,,22140,CAVAN,-3.367208,48.689096
4031,latelier_dariane_101438_reparation_0640208604,180 CHEMIN DE VEYRAS,,26270,LORIOL SUR DROME,4.7807322,44.7409985
4032,koyuncu_abuzar_214191_reparation,47 RUE DE MEAUX,,75019,PARIS 19,2.372846,48.880944
4033,paga_jeanmarc_169118_reparation_0683872142,20 ALLEE DAVEZAC,,33200,BORDEAUX,-0.629659,44.865035
4034,artcurios_54618_reparation_0320079629,18 RUE EUGENE MATHON,,59120,LOOS,3.0058851,50.6203106
4035,opera_caruso_168085_reparation_0621548801,42 LACHAUD,,23230,GOUZON,2.2631353,46.1997274
4036,zannis_lea_121756_reparation,3 IMPASSE LABBE,,76200,DIEPPE,1.079655,49.914885
4037,baume_christian_6311_reparation_0438864661,18  RUE GENERAL FERRIE,,38100,GRENOBLE,5.7238167,45.1790744
4038,dtdt_des_deux_sevres_vestiboutique_58914_sinoe_0549270000,4 Grande Rue,à l'Enseigne Saperlipopette,79500,MELLE,-0.139926080231,46.231964902104
4039,so_precieux_215551_reparation,1 RUE DU GRAND CERF,,77100,MEAUX,2.880643,48.959447
4040,decor_aquitaine_164621_reparation,68 RUE CASTETNAU,,64000,PAU,-0.366781,43.300316
4041,communaute_emmaus_quimperle_boutique_quimper_46783_sinoe,Rue Guy Autret,Zone de l'Hippordrome,29000,QUIMPER,-4.110744639048,47.996183928269
4042,jb_multiservice_118192_reparation,ZA LES TERRASSES DE LA SARRE,4,57400,SARREBOURG,7.0523439,48.7346461
4043,atelier_de_la_vieille_cour_190631_reparation_0647158964,9 ROUTE COTIERE,,17120,CHENAC SAINT SEURIN D UZET,-0.827858,45.499747
4044,lugagne_jeanluc_148676_reparation_0601721091,2 ST ETIENNE LES BAINS,,34150,MONTPEYROUX,3.506713,43.680143
4045,creusot_nadine_10100_reparation_0619644593,QUARTIER LA VOURONNADE,,26170,MOLLANS SUR OUVEZE,5.191743,44.237239
4046,de_oliveira_benjamin_138776_reparation,5 RUE HENRI DESFORGES,,45000,ORLEANS,1.93173,47.914877
4047,mr_debailleul_jeanclaude_55406_reparation,28 BOULEVARD DU GENERAL CASTELNAU,,62530,HERSIN COUPIGNY,2.6705701,50.4601496
4048,misery_4552_reparation_0624396102,2  PASSAGE DES BAINS,,74000,ANNECY,6.1234197,45.8994493
4049,jpm_design_51563_reparation,CHATEAU DE CHADIEU,,63114,AUTHEZAT,3.206169,45.641422
4050,kevin_agasse_services_171069_reparation_0770307660,241 AVENUE DU TAILLAN MEDOC,,33320,EYSINES,-0.6551264,44.8840868
4051,limon_duparcmeur_maud_113740_reparation_0645442892,34 RUE DE CHATEAUBRIANT,,44460,ST NICOLAS DE REDON,-2.0677573,47.6441097
4052,latelier_du_planil_102389_reparation_0777077930,8 RUE FRANCOIS VILLARD,,69510,SOUCIEU EN JARREST,4.7004258,45.6837518
4053,dem_sam_6449_reparation,16  RUE HENRI PENSIER,,69008,LYON 08,4.8622144,45.744604
4054,crea_dream_couture_175833_reparation_0673855367,5 PLACE DE L' HORLOGE,,33210,LANGON,-0.246695,44.5550957
4055,octech_155706_reparation,17 RTE DE LOCTUDY,,29120,PONT L'ABBE,-4.212105,47.857757
4056,m_nee_jeanluc_172156_reparation_0629449015,10 RUE DE LA MAIRIE,,79120,CHENAY,-0.034675,46.323632
4057,la_malle_a_couture_166032_reparation,6 PLACE DE L EGLISE,,24190,NEUVIC,0.4696988,45.100604
4058,jasmi_creation_205254_reparation_0698376919,190 RUE TOPAZE,,13510,ÉGUILLES,5.360473,43.547599
4059,seyannart_109777_reparation,20 RUE JOANNES BEAULIEU,,42170,SAINT JUST SAINT RAMBERT,4.2611781,45.5024979
4060,brodmod_161063_reparation_0545663882,11 AVENUE JEAN MOULIN,,16400,LA COURONNE,0.097071,45.6005881
4061,ebenisterie_comtoise_196159_reparation_0381981194,4 RUE DES JARDINS,,25420,VOUJEAUCOURT,6.775657,47.4757
4062,girardeaubarreau_fabien_67927_reparation_0251479938,LES PETITES TOUCHES,,85540,ST SORNIN,-1.3967258,46.5270184
4063,corzeameecosistr_131414_reparation_0953333422,41 RUE DE LA CROIX,,42810,ROZIER EN DONZY,4.27228,45.795963
4064,genet_delphine_169459_reparation_0549428961,14 AVENUE DES BOSQUETS,,86340,LA VILLEDIEU DU CLAIN,0.3697583,46.4549821
4065,_nom__156193_reparation_0676593561,1 RUE NEUVE,,56440,LANGUIDIC,-3.163534,47.837514
4066,la_bijouterie_sandenienne_52438_reparation_0770931081,59   RUE DE CALIDON,,01000,ST DENIS LES BOURG,5.2105225,46.2115261
4067,bobinage_gasc__del_rio_142494_reparation_0561500215,VOI HESTIA,,31190,AUTERIVE,1.4454755,43.3659339
4068,eurl_maison_normande_122393_reparation,46 RUE DE LA LIBERATION,,76680,MAUCOMBLE,1.3299946,49.6801514
4069,locat_159240_reparation_0558743035,844 ROUTE DE MONTFORT,,40180,YZOSSE,-1.0209964,43.7071779
4070,bucci_gilles_2654_reparation_0480388288,9  RUE DENFERT ROCHEREAU,,38000,GRENOBLE,5.7183487,45.1901604
4071,doc_informatique_154540_reparation,LE CLOS DU GUELZIC,,22260,PONTRIEUX,-3.156521,48.701825
4072,jardi_bike_6270_reparation_0475413967,144  AVENUE MARIE CURIE,QUAI JEAN JAURES,07800,LA VOULTE SUR RHONE,4.786983,44.803443
4073,attitude_167058_reparation,15 CITE LABOURDETTE,,47440,CASSENEUIL,0.62412,44.442253
4074,sylvain_carval_155503_reparation,KERGOAY,,29710,POULDREUZIC,-4.361306,47.94931
4075,cadon_david_204226_reparation_0647815389,4 CHEMIN DE LA CROIX,,44760,LES MOUTIERS-EN-RETZ,-1.984786,47.06449
4076,chaplembois_200541_reparation_0783280194,7 RUE DES SOURCES DU SAINE,,39230,MANTRY,5.560738,46.801892
4077,cathy_retouche_multi_services_211549_reparation,23 ALL DES CAVALIERS,,94700,MAISONS ALFORT,2.420502,48.814494
4078,repair_cafe_blagnac_453_initiatives_locales,24 Rue Jean de La Fontaine,,31700,BLAGNAC,1.392812,43.630144
4079,atelier_collado_sarl_219754_reparation,14 RUE FAGON,,75013,PARIS 13,2.357329,48.832647
4080,af_installation_183561_reparation,2 CHEMIN DE LA REPENTANCE A LA FORET,,13100,SAINT MARC JAUMEGARDE,5.491348,43.546598
4081,roche_jeanlouis_14716_reparation_0613922481,8 RUE JOBIN,,13003,MARSEILLE--3E--ARRONDISSEMENT,5.390569,43.310172
4082,piquet_bois_195826_reparation,21 RUE HENRI PAUL,,39700,RANCHOT,5.714786,47.152317
4083,ab_depannage_9177_reparation_0630092737,LE BOURG,,42460,LA GRESLE,4.281589,46.075607
4084,doly_reparation_center_158535_reparation,22 RUE DE GLASGOW,,29200,BREST,-4.484741,48.392699
4085,tardieu_simon_20204_reparation,LES MARTINS,,05260,CHAMPOLEON,6.2655649,44.710064
4086,pagv_invest_204693_reparation,50 RUE DE LA SOURCE,,44210,PORNIC,-2.097802,47.111578
4087,le_petit_monde_de_marine_205878_reparation_0665364192,2 RUE MAURE,MAISON 9,27370,VRAIVILLE,1.044965,49.221021
4088,reparrapid_le_briand_334_reparation_0450264073,2 RUE PASTEUR,,74200,THONON-LES-BAINS,6.4784278,46.37207
4089,mme_playe_camille_54780_reparation,12 RUE DE LA GARE,,59360,ORS,3.6288721,50.102052
4090,gibs_dev_139853_reparation,290 ROUTE DES FONTAINES,,74300,CHATILLON-SUR-CLUSES,6.571008,46.084077
4091,rio_yann_69957_reparation_0688939260,12 RUE MARCEAU,,72270,MALICORNE SUR SARTHE,-0.0855433,47.8128359
4092,cash_converters_58532_sinoe_0321714012,36 Rue Gambetta,,62000,ARRAS,2.766514631044,50.29022364599
4093,vernet_gaetan_151938_reparation,2 CHE DE GISSOS,,34800,ASPIRAN,3.4595449,43.5655685
4094,riviere_pascal_113442_reparation_0780508607,2 RUE CHENE VERT,,72500,VAAS,0.3128909,47.6688664
4095,vidal_cyril_144187_reparation,LE MONTEIL,,48200,RIMEIZE,3.320054,44.776714
4096,mely_17143_reparation,11 AVENUE DE SUEDE,,06000,NICE,7.2652437,43.6965137
4097,m_dal_cerro_joel_141450_reparation_0466857817,26 RUE HENRY MERLE,,30340,SALINDRES,4.156155,44.171624
4098,m_declerc_emmanuel_134701_reparation_0768687962,9 RUE DE LA GARE,,54113,BLENOD LES TOUL,5.842828,48.598953
4099,retro_styl_209117_reparation,13 CITE AUBRY (13/17),,75020,PARIS 20,2.396106,48.857533
4100,hribar_jean_bernard_159085_reparation_0686285112,27 HAMEAU DE CHAULET,,33430,BERNOS BEAULAC,-0.253148,44.3743499
4101,latelier_aux_4_mains_206673_reparation_0626652375_0643772981,27 rue Victor Hugo,,31250,REVEL,2.004831,43.459916
4102,bellacycles_176199_reparation_0609234879,8 RUE DU COQ,,87300,BELLAC,1.0488997,46.121594
4103,un_tour_de_roue_205466_reparation_0786345242,BOULEVARD SAINT JOSEPH,,04110,REILLANNE,5.658826,43.879408
4104,nkboisdeco_205861_reparation_0660089149,39 CHEMIN PERREY,,27500,MANNEVILLE SUR RISLE,0.528752,49.371592
4105,le_gall_jennifer_115495_reparation,19 RUE PRINCIPALE,,53200,GENNES SUR GLAIZE,-0.5650811,47.8353927
4106,boulycailloux_222016_reparation_0618975353,2738 ROUTE DE LA MOLE,,83310,COGOLIN,6.519333,43.23092
4107,laura_walker_jewellery_174196_reparation,1 IMPASSE DE LA MARGELLE,,79170,PERIGNE,-0.24378,46.178879
4108,flamenco_et_creation_de_bijoux_115559_reparation_0686731564,75 B RUE DE LA GANTIERE,,63000,CLERMONT FERRAND,3.1226186,45.7658312
4109,genty_ophelie_138307_reparation_0612245205,92 RUE DE LEPINE,,45380,CHAINGY,1.787378,47.879649
4110,bonnaud_myriam_67895_reparation_0251521397,1 IMPASSE DU PETIT BOIS,,85240,ST HILAIRE DES LOGES,-0.680679,46.4715342
4111,maugeri_technique__assistance_215289_reparation,40 B RUE BRUNETIERE,,93600,AULNAY SOUS BOIS,2.485564,48.938784
4112,celincrea_179031_reparation_0490595704,4 RUE DES REMPARTS,,13680,LANCON PROVENCE,5.126464,43.591229
4113,mikael_211471_reparation,78 AV DU GEN DE GAULLE,,94160,SAINT MANDE,2.417493,48.840383
4114,agri_pleine_fougeres_152965_reparation,RUE DE LA ROIRIE,,35610,PLEINE-FOUGERES,-1.559686,48.53146
4115,lemesle_sebastien_136837_reparation,78 Bis RUE NATIONALE,,37400,AMBOISE,0.981052,47.411297
4116,mme_pienne_corinne_56373_reparation,92 RUE ROGER SALENGRO,APPT 23,59110,LA MADELEINE,3.0606622,50.6554514
4117,bugbrothersnet_211177_reparation_0661118446,21 RUE DE FECAMP,,75012,PARIS 12,2.398837,48.835331
4118,couturier_anne_150314_reparation_0608511065,CHEMIN D'ENSAUBOLE,,32300,MIRANDE,0.398833,43.522952
4119,mme_mercier_murielle_95394_reparation_0324427956,16 RUE DE NICHET,,08600,FROMELENNES,4.862092,50.123803
4120,sellerie_23_159643_reparation_0555629967,SELLERIE 23,,23140,JARNAGES,2.0568279,46.1242506
4121,etablissements_boussiquet_162563_reparation,12 ROUTE D' ANGOULEME,,17400,SAINT JULIEN DE L ESCAP,-0.484846,45.932956
4122,le_bric_a_pat_185155_reparation_0232461362,16 RUE DES ALLIES,RAVENOVILLE,50480,STE MERE EGLISE,-1.241625,49.471887
4123,mme_loeffler_mireille_185772_reparation_0615693169,48 RUE DE RIBEAUVILLE,,67100,STRASBOURG,7.771988,48.565104
4124,bettiche_riadh_204116_reparation_0764025818,10 RUE DU 14 JUILLET 1789,,49800,TRELAZE,-0.500927,47.445594
4125,speed_cycles_148587_reparation,1 ZA LE PONT,,34150,GIGNAC,3.541343,43.654423
4126,mme_fromont_magali_111854_reparation_0652202505,63 RUE DE LA CITE DU GAI LOGIS,,51530,DIZY,3.9677991,49.0683054
4127,tourniant_sebastien_158123_reparation_0662333635,4 LES LANDELLES,,35140,SAINT-AUBIN-DU-CORMIER,-1.4435122,48.2474759
4128,emieco_148279_reparation,2 PL UTRILLO,,34070,MONTPELLIER,3.846246,43.616136
4129,bricosteen_54000_reparation,97 ROUTE D EECKE,,59114,STEENVOORDE,2.5849048,50.8040956
4130,les_luges_a_foin_139846_reparation,LA PLACE,RESIDENCE LA PLACE,73350,BOZEL,6.653942,45.442809
4131,les_crea_de_nana_200129_reparation,4 RUE RIVE DE L'OIE,,25300,DOUBS,6.344174,46.930891
4132,marie_fee_de_la_couture_106249_reparation_0615695053,5 PLACE MERE EGLISE,,57420,POUILLY,6.1875152,49.0506394
4133,jacques_quinquis_155871_reparation,39 RUE MOUEXIGNE,,22400,LAMBALLE-ARMOR,-2.5133422,48.4638755
4134,collonge_vincent_97112_reparation_0674803532,7 RUE DU MONTET,,54740,XIROCOURT,6.173245,48.431769
4135,novag_167148_reparation_0613205993,6 ROUTE DES PATUREAUX,,79370,CELLES SUR BELLE,-0.213111,46.260198
4136,crea_jen_18710_reparation_0664270560,101 RUE PIERRE GILLES DE GENNES,LES ENTREPOTS DE LA FARLEDE,83210,LA FARLEDE,6.050981,43.15767
4137,atelier_stehlin_133259_reparation_0670073534,41A RUE PRINCIPALE,,68480,LIGSDORF,7.3039378,47.4726748
4138,concept_ssii_219578_reparation_0145765609,6 RUE DE LA REPUBLIQUE,,94430,CHENNEVIERES SUR MARNE,2.529587,48.792579
4139,gressier_cynthia_monique_pierrette_146937_reparation,39 RUE FRANCOIS GAXET,,66550,SOLER (LE),2.795864,42.684024
4140,latelier_de_la_bergere_60830_reparation_0232450241,3 RUE ROBERT MASSON,RES LEELOO PAVILLON 1 PORTE 31,27300,BERNAY,0.5815111,49.0912325
4141,de_brou_de_lauriere_hortense_213636_reparation_0619245482,11 RUE DES TOURNELLES,,78000,VERSAILLES,2.127279,48.798067
4142,ja_cyberdep_121549_reparation_0749844520,13 ALLEE HENRI MATISSE,,76140,LE PETIT QUEVILLY,1.061233,49.429653
4143,atelier_lewellyne_202965_reparation_0641511486,26 ROUTE DU CALVAIRE,LA BARAQUETTE,63210,ST BONNET PRES ORCIVAL,2.857687,45.709799
4144,belmont_materiel_agricole__bm_70724_reparation,RUE MARTIN LUTHER KING,,44110,CHATEAUBRIANT,-1.3975117,47.7006588
4145,tapisserie_fred_199218_reparation,2 PASSAGE DU JEU DE PAUME,,89200,AVALLON,3.907661,47.488945
4146,ths_services_96981_reparation_0383216740,CTRE COMMERCIAL AUCHAN,,54510,TOMBLAINE,6.2204597,48.6854446
4147,mr_noel_yoann_221668_reparation_0609421182,203 RUE JEAN JAURES,,08700,NOUZONVILLE,4.769921,49.817051
4148,barreau_alain_67855_reparation,4 IMPASSE DE LA TREILLE,,85420,MAILLEZAIS,-0.7360909,46.3750264
4149,gsm_academy_222407_reparation_0783667719,2 RUE ARMENY,,13006,MARSEILLE,5.380351,43.291145
4150,l_atelier_de_laure_deco_170516_reparation_0545255539,CHEZ PARRUCOUD,,16320,COMBIERS,0.4160722,45.5147063
4151,driver26_215379_reparation,39 AV VICTOR HUGO,,95400,VILLIERS-LE-BEL,2.412688,48.997151
4152,guyon_anthony_134365_reparation_0629605077,9 RUE DES MESANGES,,85300,CHALLANS,-1.85292,46.83279
4153,martin_frederique_135472_reparation_0248243574,12 RUE DE LA GROSSE ARMEE,,18000,BOURGES,2.397962,47.084977
4154,gasselin_patrice_135609_reparation_0247612989,6 Ter RUE DU DOCTEUR HERPIN,,37000,TOURS,0.699364,47.387976
4155,legende_54379_reparation_0327837556,5 RUE DE LA PORTE NOTRE DAME,,59400,CAMBRAI,3.2350806,50.1777021
4156,atelier_de_maroquinerie_flora_contigo_15092_reparation,17 IMPASSE SAINT CHARLES,L'OREE DU PARC - APPT 137,13004,MARSEILLE--4E--ARRONDISSEMENT,5.398051,43.310279
4157,m_mahieu_alain_alphonse_195823_reparation,44 RUE 44 RUE DU FAUBOURG SAINT MARTIN,,89600,SAINT FLORENTIN,3.73364,48.003363
4158,bailly_sophie_epse_menne_143521_reparation,4 RUE DES FALAISES,,66290,CERBERE,3.1678153,42.4439626
4159,ondaine_menager_33497_reparation_0477619656,12  RUE GAMBETTA,,42500,LE CHAMBON FEUGEROLLES,4.3266112,45.3962414
4160,admicro_60530_reparation_0232412951,85 RUE DU DUCLAIR,,27310,BOURG ACHARD,0.8197703,49.3566061
